,zipcode,latitude,longitude,cluster,x,y
855,23106,42.5512,-82.9167,18,1064458.3450005124,2245938.2873089975
856,98002,40.5066,-82.9337,10,1094445.4611532614,2019090.098858836
857,55020,41.0069,-74.0426,11,1815777.0228291908,2210469.178620004
858,11214,39.0018,-85.6272,3,888217.5904782683,1823634.1742366573
859,75109,33.1756,-86.3574,4,891978.018765113,1168185.3095674838
860,23834,40.5384,-82.8062,10,1104563.6702053407,2024093.3142607594
861,35213,47.3845,-122.0574,17,-1954612.5363754982,2979874.0061753965
862,07034,40.1483,-74.8371,11,1772425.6100031827,2101763.408587136
863,35077,40.2706,-80.1668,9,1328629.2754545761,2028231.494854399
864,48207,36.7103,-121.6438,5,-2242088.4219508274,1822649.8555382255
865,10023,40.7651,-73.9858,11,1826606.456174931,2185201.357723744
866,10019,42.3478,-71.1566,1,2010521.1850220992,2414110.152972054
867,35205,40.8194,-73.8606,11,1835402.8120216003,2193531.4055091226
868,07652,40.2655,-82.8511,10,1105045.0923110242,1993293.7422026114
869,28210,40.9471,-74.2466,11,1800723.6705098941,2200067.6867535324
870,15670,33.292,-96.9879,0,-91404.85359846427,1136364.023323734
871,01201,58.3628,-134.5294,13,-2382858.2972169435,4377203.3147995
872,60614,42.2822,-71.4339,1,1990460.0736544547,2401183.9851066475
873,98292,39.6956,-105.0341,6,-766576.0338122743,1889332.0696894436
874,35055,33.5363,-87.051,4,824227.3926411872,1202006.180297261
875,77571,47.7918,-122.2243,17,-1954557.9019243775,3026597.5270229634
876,80128,29.8602,-95.5817,14,40385.05396288314,753952.2326362651
877,01983,39.7629,-86.3996,3,813709.3341485256,1901545.9625921596
878,07047,35.3119,-81.0306,7,1343916.335775405,1467767.8389845225
879,43315,35.2275,-80.1433,7,1424425.0599983272,1471369.8190889296
880,07470,29.6518,-95.4854,14,49807.47830594629,730884.5548529257
881,75235,31.7138,-89.0759,19,652904.0901898061,983697.6254441339
882,95112,33.9845,-85.9077,4,923847.0558155839,1262345.5773235986
883,37082,41.1467,-74.5874,11,1768002.402227114,2215443.9851950034
884,43074,32.6347,-96.9113,0,-85021.08929930582,1062944.9762667206
885,43164,29.745,-95.7326,14,25852.3162516498,741121.5200000693
886,77054,25.942,-80.2456,12,1585437.1846647647,453083.34686620266
887,16301,32.9276,-97.2489,0,-116086.99417985491,1095977.2451744769
888,77336,37.9957,-120.3368,5,-2093907.1817121252,1931929.2917542132
889,07836,40.8382,-73.942,11,1828292.1305779004,2194011.076303318
890,23141,37.2417,-121.9554,5,-2252595.0085476767,1887379.9298165743
891,23608,39.6435,-85.1464,3,921017.2836882594,1899681.0597667324
892,98922,47.6155,-122.2072,17,-1958615.2603393202,3007518.8304210166
893,15063,39.6111,-104.9532,6,-760622.5888047238,1879255.0756994877
894,75224,40.8465,-73.841,11,1836296.897389082,2196862.8739182362
895,48312,32.2604,-90.0897,19,553657.24484632,1038023.5554892622
896,97824,40.5823,-74.2313,11,1811244.8647471275,2160569.3982715467
897,47201,40.8094,-74.1245,11,1814170.6448954705,2187374.099360651
898,07712,35.2689,-81.5337,7,1299834.5358331148,1456015.0463953873
899,48212,37.2685,-121.849,5,-2242783.3595425263,1887755.7613859444
900,07840,40.7305,-74.4017,11,1793572.7819227588,2173506.236084038
901,02119,40.027,-81.582,10,1214956.6834216488,1982343.812345994
902,07719,39.4455,-104.853,6,-753861.185495557,1859979.5995175333
903,07031,25.9441,-80.2144,12,1588509.9679752518,453831.7069112251
904,02150,39.4657,-87.354,3,736078.0439644534,1860611.1540812678
905,16105,47.862,-122.2532,17,-1954544.0409010074,3034644.7512544077
906,23139,40.694,-73.9903,11,1828067.5636759617,2177364.477879614
907,80126,40.7597,-73.9918,11,1826256.3522238082,2184497.423149324
908,44827,40.081,-82.9383,10,1100595.2130348564,1971807.3028899955
909,12582,44.4022,-92.5717,8,272297.5629519829,2384065.6846069857
910,23882,40.5176,-74.2754,11,1809282.0743460092,2152671.1384709994
911,33126,42.2437,-71.1637,1,2012967.437050492,2402714.584326898
912,07070,40.8835,-74.2144,11,1804960.7359138532,2193742.5653954498
913,98258,35.3573,-80.2044,7,1416583.6902892871,1484782.4018509157
914,77581,33.3019,-85.4737,4,971844.6173102312,1190872.289055407
915,75482,33.3286,-85.7346,4,947530.4860778331,1191200.957127542
916,77642,33.7189,-86.8225,4,843241.5104016665,1224315.1854929985
917,23236,40.2541,-103.8031,6,-657242.1767793822,1942444.7394458258
918,07202,29.8678,-95.8298,14,16430.607396005762,754721.1904835949
919,17042,31.9933,-90.3744,19,528780.4731940555,1006690.5348846391
920,39208,40.2778,-75.2975,11,1731349.6070097308,2107434.0920132683
921,76115,31.5755,-90.0173,19,565230.6567565007,962300.2443232656
922,23113,33.1248,-86.8622,4,845974.4651185636,1157926.4190138872
923,15322,41.45,-70.5937,1,2081530.6455460652,2329277.9522252884
924,93422,39.8324,-84.8936,10,939904.5583893526,1923183.1084349155
925,15010,39.966,-75.151,11,1751007.6147080418,2076015.764474724
926,33435,42.4274,-82.9002,18,1067694.0118598791,2232414.4825296164
927,75006,40.8729,-80.2559,9,1310095.7388611105,2093528.6486360906
928,43040,29.6954,-95.3562,14,62279.65686494536,735795.4192079285
929,11432,41.0241,-80.3454,9,1299939.5258090326,2109000.258194201
930,96022,25.7763,-80.2919,12,1583812.3241080886,434376.0781864854
931,76092,29.6852,-95.4017,14,57885.27822285521,734635.5655210173
932,75087,39.8471,-85.9741,3,848649.2067371064,1914652.3897992922
933,29745,40.982,-74.1131,11,1810687.0832778933,2206409.7323292135
934,39218,40.6407,-73.9028,11,1836579.5098268904,2173241.855439928
935,38801,32.9245,-96.8938,0,-83084.37469826778,1095259.2281918775
936,80005,47.1374,-119.2891,17,-1758015.3662773329,2899388.564289577
937,98271,40.0386,-82.0998,10,1171451.4508027323,1977127.8032142369
938,95129,39.4414,-82.8488,10,1117975.3064149532,1901860.3740722595
939,16341,37.4031,-121.8585,5,-2239533.3444889355,1902508.860413763
940,01432,35.246,-80.3413,7,1406461.1953180924,1470462.7321374507
941,77477,33.4995,-86.7268,4,854394.3517456121,1200778.248165572
942,95037,39.6895,-105.0908,6,-771437.8860192475,1889110.4161658527
943,15067,32.1961,-90.4753,19,517994.06111523276,1028695.3335802826
944,43331,42.3809,-83.0409,18,1057004.6317888894,2225691.4395090924
945,10473,32.7572,-89.1154,19,640768.0933480138,1099422.1924317044
946,44854,33.7386,-86.4394,4,878103.7943758408,1229974.9284469332
947,67401,41.0302,-74.5198,11,1776412.0674081098,2203991.367130142
948,28372,43.0683,-92.6761,8,269213.0391791442,2235040.3431597804
949,15423,39.3178,-82.102,10,1183037.9509128015,1897189.1701367178
950,77065,29.7446,-95.4683,14,51404.97137533662,741184.5889385474
951,48211,39.774,-105.0962,6,-770989.7697124123,1898579.966729314
952,80749,46.2109,-119.168,17,-1773829.1970420508,2797558.6207381515
953,75050,32.4122,-90.1207,19,549710.6893799147,1054734.1762365892
954,56042,37.4396,-122.1864,5,-2266101.2153341807,1914219.9925072354
955,99301,37.2333,-77.2747,7,1635053.829026873,1738506.8471337007
956,80112,29.4203,-95.4537,14,53023.16896681996,705239.5430672503
957,39350,35.7965,-81.4306,7,1300006.9330069178,1515797.4938515984
958,48226,32.1147,-90.3241,19,532695.3899987739,1020475.0013071068
959,02136,40.7952,-74.4873,11,1784960.1284842566,2178955.0241051144
960,18976,29.6709,-95.5866,14,40003.31555290453,732954.6303673255
961,52144,29.7247,-95.3625,14,61648.42239352217,739040.5590928079
962,81149,40.6016,-73.9968,11,1829912.1789320875,2167166.469011211
963,77099,34.2098,-86.752,4,844368.6293667394,1279543.0537433606
964,98038,40.8859,-79.934,9,1336383.6177757478,2099446.2408305877
965,43014,48.079,-121.9428,17,-1925563.0013819996,3051343.543654154
966,18901,40.5325,-74.3375,11,1803823.0862216097,2153116.33530841
967,77018,40.6747,-74.2239,11,1809499.0043599322,2170789.232914526
968,81131,44.3703,-92.0361,8,314963.5653330595,2382168.632391787
969,98252,39.7435,-105.1009,6,-771713.7270487056,1895215.9826181706
970,77407,32.7283,-96.0079,0,-736.1856209577916,1072978.1067823411
971,95356,40.8265,-73.9383,11,1828894.7292919853,2192807.145175215
972,77075,39.7683,-105.0493,6,-767087.3301392344,1897564.6154273099
973,52807,41.1836,-104.8023,6,-731547.6320437125,2053451.2024645044
974,35079,32.6161,-96.783,0,-73068.5356849907,1060763.7665994028
975,35212,37.4673,-122.1388,5,-2261243.430803807,1916073.5678733606
976,35151,39.5952,-105.9741,6,-847237.907803465,1886118.3961149636
977,77060,35.4657,-81.107,7,1334427.020007154,1483693.5765407216
978,02451,40.6501,-74.1871,11,1813129.9557076995,2168807.508237669
979,60430,40.7445,-74.1508,11,1813684.5300764572,2179795.219064651
980,02554,25.7539,-80.2253,12,1590871.8386907082,433064.7005347003
981,81102,29.6889,-95.4341,14,54748.18646220313,735026.6596467216
982,02186,41.0817,-74.1861,11,1802214.4461968848,2215891.819955875
983,23580,31.1769,-90.4016,19,531578.1408469396,915804.6958651718
984,75205,39.8897,-79.7282,9,1372350.1223076952,1992394.8367984581
985,01905,46.3751,-120.3305,17,-1856318.031573012,2837406.4224922047
986,39170,32.6525,-96.558,0,-52048.28138358346,1064675.5383104691
987,29709,40.1868,-75.0071,11,1757476.0455376697,2102813.9434098783
988,95383,33.5191,-86.9342,4,835135.5321451679,1201113.4843018847
989,07960,35.6187,-80.4022,7,1394224.2021262967,1510719.2898819812
990,79101,33.1512,-85.3722,4,983054.2971105044,1175196.2151243356
991,94063,29.4585,-95.0345,14,93666.06957068457,709796.5867919108
992,07029,40.4775,-74.6272,11,1781484.7679291042,2141648.031444316
993,66609,30.6448,-95.5798,14,40183.29585127605,841068.5838637472
994,55107,36.6613,-78.0754,7,1578005.1107969338,1662068.0005659314
995,33157,47.1043,-123.0552,17,-2036166.6560762573,2971044.4277662137
996,10465,41.6347,-70.9372,1,2048659.3376084913,2341760.468749728
997,75246,39.8637,-74.8223,11,1780692.0471411801,2070939.722580508
998,95138,35.502,-80.6359,7,1375621.281203184,1494422.6642574207
999,07207,40.385,-104.6806,6,-729619.6827091221,1963457.08849233
1000,98501,42.5608,-70.8759,1,2026486.5294528403,2443067.161361263
1001,43023,40.702,-74.089,11,1819811.1594618387,2176342.345156458
1002,81144,29.8836,-95.7025,14,28714.25612973093,756504.2802793586
1003,75402,32.9229,-86.545,4,877483.5826737698,1138377.114787123
1004,55408,30.0569,-95.1835,14,78641.30330313457,776027.2417930285
1005,43338,35.0831,-80.6597,7,1381043.8008476445,1447805.8757681802
1006,80226,40.6968,-74.2281,11,1808594.0111792628,2173119.8136430546
1007,77004,40.5897,-74.4639,11,1792039.637932717,2156967.2014214704
1008,50459,29.77,-94.8608,14,110102.48514243579,744517.8389946574
1009,80439,37.3983,-122.0006,5,-2251677.8315722817,1905348.6205294316
1010,75901,29.5962,-95.5115,14,47313.003823962696,724706.5854665623
1011,98111,42.4658,-82.9459,18,1063404.8852141523,2236154.607412079
1012,28533,39.5043,-85.7875,3,868504.0149595273,1878140.9409573297
1013,75904,31.2975,-90.4654,19,524746.1051303496,928845.0604125473
1014,07086,32.7699,-96.743,0,-69201.73513633657,1077889.4318658158
1015,98148,35.5669,-80.59,7,1378522.0079648069,1502257.7495286695
1016,35543,40.7571,-73.9657,11,1828450.1338523568,2184715.8849934693
1017,95110,39.9619,-105.0148,6,-762116.8883251039,1918882.687458959
1018,02021,35.3349,-81.1862,7,1329661.2386648448,1468121.714007432
1019,77523,39.9677,-75.1735,11,1749106.9022323722,2075787.3434733753
1020,95210,37.3178,-76.7634,7,1677192.617389832,1756698.1756888032
1021,77422,32.754,-97.1348,0,-105713.0553726563,1076476.265540752
1022,56013,42.4746,-70.9098,1,2026330.713668811,2433042.4344377825
1023,07932,47.4259,-122.4644,17,-1983097.7169393313,2992707.609370741
1024,98012,40.0028,-83.0164,10,1095248.8694281431,1962225.2844879762
1025,46227,40.6252,-79.9443,9,1340444.3933298849,2070520.0466651144
1026,28801,29.6196,-95.607,14,38052.811333102014,727258.0719715849
1027,98037,36.7342,-77.8136,7,1599219.4673137048,1674464.562968362
1028,28107,40.4208,-74.5529,11,1788993.8347105149,2136852.8390985266
1029,39759,40.8744,-74.0281,11,1820354.5977096115,2196303.867912795
1030,48224,33.5806,-96.1836,0,-16925.510045693936,1168134.2683168338
1031,48210,35.4848,-80.6015,7,1378984.9083497454,1493021.0584689218
1032,36784,40.8222,-73.988,11,1824959.2208822274,2191383.042381249
1033,23221,39.6948,-104.7881,6,-745770.6946978485,1887285.406345594
1034,98030,34.8894,-79.7022,7,1470121.7219989581,1440796.71451614
1035,77080,36.9797,-121.8902,5,-2254976.943120536,1857560.9104929988
1036,01752,39.6893,-86.3919,3,815192.1802912981,1893406.4227945057
1037,77656,40.8486,-73.8999,11,1831450.1354891246,2195955.0957446015
1038,44875,33.1976,-96.6153,0,-56999.125873320336,1125534.3631269112
1039,55975,44.3032,-92.6719,8,264728.6166399302,2372757.2207830097
1040,44907,42.6206,-82.9608,18,1059831.9118515346,2253129.6806230643
1041,80228,44.0325,-92.8554,8,251136.2494192434,2342099.1536262454
1042,95315,39.9597,-75.2024,11,1746913.2536712426,2074380.7877406685
1043,15044,31.3472,-89.2222,19,642040.6409977918,941996.0272128569
1044,78130,39.8682,-86.2123,3,828315.7394451842,1914902.242136526
1045,77478,39.6535,-105.0376,6,-767320.1114327223,1884663.8075216985
1046,35208,40.9506,-74.6129,11,1770832.4264203755,2193566.3726353506
1047,39056,32.318,-89.7913,19,581152.3483183872,1046213.0548759681
1048,23868,29.9796,-95.4625,14,51818.26179475375,767257.500231272
1049,15120,40.0985,-83.1537,10,1082292.72096108,1971276.0021988573
1050,39470,42.2522,-83.212,18,1045064.4984399355,2209539.87862936
1051,08824,33.9737,-87.0043,4,823896.9641299661,1251060.85177535
1052,28052,47.5427,-122.5871,17,-1988488.4180563001,3007676.131464136
1053,07102,32.3773,-96.9162,0,-85754.9529408976,1034246.85558404
1054,07405,46.0614,-118.3315,2,-1714851.5365609203,2766090.2519656816
1055,11209,33.5159,-90.1726,19,537316.3696891413,1177370.6826940323
1056,75023,40.9614,-74.7524,11,1759207.56701491,2192154.5478110015
1057,80020,37.2568,-121.8896,5,-2246571.282170426,1887451.8937126435
1058,16040,37.546,-77.3278,7,1623636.0893545845,1771963.3114837774
1059,45805,46.3213,-120.0126,17,-1834076.8250528395,2825460.3938600067
1060,41732,39.6405,-104.9614,6,-761006.9371304546,1882600.7860852205
1061,75013,40.6505,-73.9349,11,1833707.1425606706,2173690.129297061
1062,48221,46.4507,-120.4265,17,-1861350.189554559,2847391.0356749115
1063,02148,37.8177,-77.6924,7,1586499.5734581375,1795681.7907453184
1064,28409,40.8789,-74.1425,11,1810929.9314135648,2194608.8085712553
1065,15210,40.1684,-85.3807,3,894660.1760139772,1955883.520430024
1066,37877,39.8462,-86.1951,3,830020.0716991113,1912600.2130158774
1067,95116,43.2872,-92.8144,8,257196.65888004456,2259089.558992709
1068,28144,33.5873,-86.3366,4,889228.845643122,1214115.661166728
1069,56024,47.0058,-123.3997,17,-2064474.652551909,2968023.159339453
1070,46103,39.7368,-104.8646,6,-751805.4512115812,1892574.420131121
1071,11204,40.4991,-74.4266,11,1797373.9653432851,2147783.2738444763
1072,08854,32.9503,-87.1192,4,824069.1406740111,1136280.020734917
1073,10003,36.6857,-77.563,7,1622028.2557063063,1673378.6849789368
1074,39464,42.3097,-83.1155,18,1052033.413375823,2216975.926603351
1075,43344,32.9865,-96.686,0,-63718.49049344367,1102017.3501215216
1076,47330,40.8185,-74.1589,11,1811136.082940261,2187710.2301897304
1077,47232,40.0723,-75.2034,11,1744091.6873620502,2086677.8626896397
1078,23066,40.7162,-74.8152,11,1760165.242327888,2164213.701007426
1079,76067,39.7491,-104.9946,6,-762667.7703732637,1894982.5253719592
1080,29180,39.391,-83.2034,10,1088774.2267883737,1892147.442132415
1081,54650,37.2827,-121.8265,5,-2240452.3257980305,1888757.860277858
1082,55041,29.7914,-95.1317,14,83899.43960049644,746614.8096693048
1083,55049,46.6165,-120.7094,17,-1877698.8591235203,2870719.941145444
1084,81303,29.0393,-95.4401,14,54591.802856172864,663043.6329698929
1085,98108,32.8479,-96.974,0,-90626.82205539125,1086785.7181579513
1086,07821,40.2084,-74.8291,11,1771596.8591202684,2108479.6330021126
1087,28345,47.4755,-121.7571,17,-1929952.0009021992,2983420.693040852
1088,08110,42.0935,-71.4058,1,1998086.6153678969,2381371.992261328
1089,08232,30.33,-95.0202,14,94056.46410185487,806493.5864476524
1090,75228,37.0627,-120.8544,5,-2164467.3295784616,1842446.934232952
1091,55972,47.7542,-122.2475,17,-1957374.5036748839,3023082.3795642625
1092,36250,35.6498,-81.2425,7,1319196.8408614043,1502160.3379876567
1093,67701,39.7174,-82.2019,10,1168114.9874519776,1940261.1947571547
1094,28170,37.7284,-77.5544,7,1600238.8427167097,1788173.5387103318
1095,30004,40.4003,-79.9338,9,1345551.303438151,2045835.4122497474
1096,95301,40.8394,-74.0566,11,1818932.5449500377,2191942.7928688335
1097,98260,42.5034,-82.9387,18,1063411.8071443685,2240399.0150644477
1098,98816,47.8579,-122.092,17,-1942969.440131274,3030903.86013277
1099,75407,40.5393,-74.3117,11,1805761.7061618636,2154348.265114321
1100,02143,43.8362,-92.1574,8,307737.79804229795,2322272.7706360104
1101,80836,39.7901,-75.0367,11,1764764.008388018,2058894.9554556136
1102,33128,42.1382,-83.2179,18,1046294.8834016274,2196840.8495248742
1103,75704,40.6717,-74.2043,11,1811175.4234960456,2170835.388728982
1104,33127,47.4707,-122.651,17,-1995343.2634411294,3001371.563093038
1105,02194,33.768,-87.0445,4,822388.8441990648,1227830.259267597
1106,58843,40.8131,-74.2165,11,1806581.1714997585,2186024.9866428273
1107,55060,25.7343,-80.3588,12,1577883.0200885774,428718.2019440877
1108,29418,40.4525,-79.9319,9,1344724.9336596008,2051626.3851396244
1109,76208,34.0061,-96.3847,0,-35271.770235171876,1215729.5950220916
1110,28150,40.8798,-73.9067,11,1830091.8269768571,2199224.0355443335
1111,07201,29.6789,-95.1982,14,77579.30557750918,734082.0087671112
1112,39168,29.7991,-95.4118,14,56829.93419918769,747261.477555885
1113,07035,39.8581,-82.8872,10,1108308.8862517807,1947662.1003832994
1114,36768,42.4828,-71.0978,1,2011260.4852639614,2429933.9296207014
1115,48188,37.7395,-77.4784,7,1606507.7366470944,1790676.38698239
1116,75455,39.7539,-74.996,11,1769023.6354396888,2055693.6534011608
1117,08820,32.966,-96.7452,0,-69235.06001759756,1099771.0665529126
1118,43003,29.9781,-95.5803,14,40462.446222974555,767033.858897995
1119,01880,40.556,-74.2845,11,1807563.1138876686,2156687.3883015565
1120,45256,40.8222,-73.9217,11,1830356.8880056965,2192658.1097656516
1121,77049,40.7696,-74.2077,11,1808405.5186910268,2181448.174949178
1122,10553,33.6059,-86.1112,4,909680.3650469838,1218315.603687765
1123,39149,39.0428,-82.6472,10,1141257.4605781005,1860016.5378059873
1124,48066,37.7701,-77.3216,7,1619263.52748188,1796701.661081374
1125,11419,32.7942,-96.7475,0,-69599.52501701204,1080603.6477915281
1126,94019,25.7392,-80.3103,12,1582642.8920473661,430054.91521823884
1127,08817,40.6571,-74.6432,11,1775690.7283946532,2160959.3321749438
1128,98407,32.3739,-90.1293,19,549171.2444124856,1050422.40264444
1129,46052,38.271,-77.6447,7,1580829.3718696993,1846341.6227158515
1130,08094,40.6412,-74.0133,11,1827547.4825701858,2171166.123110939
1131,98296,46.8193,-123.0406,17,-2043951.9259379967,2940458.153307126
1132,22546,40.3584,-74.0681,11,1830319.658729759,2139275.6258821157
1133,19146,40.7878,-74.787,11,1760694.137300689,2172556.2783989655
1134,15102,40.1066,-83.7671,10,1030790.6250404054,1965356.0855995636
1135,31705,32.1888,-90.2595,19,538252.3641659978,1029082.39006184
1136,39601,30.0946,-94.7378,14,121511.30471675159,780680.6889859874
1137,08863,40.0389,-74.1109,11,1834983.2847244348,2103602.2463134453
1138,55904,34.2588,-86.0306,4,909427.9057179252,1291649.454064822
1139,72209,37.3924,-121.9623,5,-2248622.3993923003,1903805.1371219398
1140,99512,42.3647,-71.1042,1,2014175.0656013966,2417045.0396588324
1141,22578,33.6435,-96.6075,0,-55958.26593508151,1175322.7679976993
1142,80528,29.9227,-95.4939,14,48824.7636360011,760927.3833156183
1143,35116,44.1637,-92.1621,8,305887.0814036349,2358749.3862836487
1144,15024,42.37,-71.1773,1,2008243.252978445,2416070.449235891
1145,43311,32.316,-90.5984,19,505705.57415529503,1041375.2369710207
1146,27831,39.7392,-104.9847,6,-761935.5642993589,1893798.687293443
1147,35630,33.0277,-96.6777,0,-62914.77630302412,1106609.756706754
1148,28164,35.2836,-80.7638,7,1368170.8527240816,1468447.4902753017
1149,10033,40.0293,-74.9497,11,1766079.568785163,2086661.6457179082
1150,02330,31.7054,-89.1312,19,647766.2796287951,982386.2338709179
1151,95123,40.3634,-79.8664,9,1351840.2607493552,2042717.461973808
1152,77479,47.1677,-122.5024,17,-1993728.55673756,2966059.7571533956
1153,98838,41.0928,-74.2659,11,1795455.355479843,2215591.666769467
1154,75180,35.3747,-81.3509,7,1314312.0502346533,1470231.7536619012
1155,35023,42.3307,-71.0912,1,2016187.707131743,2413648.7905355482
1156,23663,40.4423,-79.983,9,1340680.7188991762,2049778.0552877602
1157,23872,40.6868,-73.823,11,1841897.3614259108,2179810.1410701773
1158,28138,44.2945,-93.2818,8,216257.50068355975,2370244.6599419406
1159,43201,32.386,-90.84,19,482685.8630176482,1047910.8268970943
1160,07843,40.7674,-74.0323,11,1822758.1925946123,2184559.256710569
1161,07860,41.8884,-70.893,1,2044775.2044072207,2370116.332543264
1162,28214,32.7204,-97.0826,0,-100893.24370630544,1072671.4831639095
1163,55065,47.638,-121.9111,17,-1936371.299090317,3003842.644377231
1164,94014,40.1879,-82.9878,10,1094815.6302392585,1983099.9840688594
1165,39071,39.4556,-82.2309,10,1169913.0957280702,1910873.7319935067
1166,93930,40.8702,-73.8495,11,1834992.283372388,2199280.972761473
1167,55021,32.2832,-90.2306,19,540320.4193328004,1039749.3073896426
1168,15074,35.6515,-80.4889,7,1385946.8993939685,1513074.0123611842
1169,95120,40.7667,-73.8241,11,1839738.418620702,2188494.890426705
1170,10128,39.6591,-87.4208,3,728452.5847487473,1881681.1733785078
1171,19050,40.9535,-74.0335,11,1817885.9642609523,2204822.6126838326
1172,28016,47.6114,-122.3305,17,-1967717.5893014537,3009630.349634128
1173,77014,43.8977,-93.0608,8,235202.74627969577,2326547.8341623414
1174,80503,33.4523,-86.8935,4,839587.1196160992,1194045.8553456464
1175,54610,40.3191,-79.7205,9,1364791.988493548,2039912.0580487933
1176,77590,36.9986,-77.7396,7,1599989.3378699047,1704791.041810355
1177,43334,42.2739,-71.0939,1,2017619.7677783452,2407456.9603742943
1178,77530,39.383,-101.0442,6,-430321.26801534876,1829259.0402483905
1179,22520,41.7257,-87.556,3,696465.7030263499,2111185.668455533
1180,75570,39.8232,-105.2825,6,-786193.0768515529,1905593.729578984
1181,43076,33.4461,-86.4917,4,876579.750836867,1196984.7613279119
1182,15697,42.2853,-70.8754,1,2034574.6658042297,2413346.24448271
1183,35218,37.2144,-121.8574,5,-2245123.3560645212,1882114.6044874
1184,02128,47.024,-122.7827,17,-2018677.864969117,2956700.881691993
1185,80236,40.021,-82.8079,10,1112442.7770788823,1966667.0192557254
1186,07950,37.2563,-121.9229,5,-2249404.006589358,1888185.6358660874
1187,98109,42.0621,-70.8044,1,2046729.9417229812,2390778.1168192457
1188,47562,39.5915,-86.3642,3,818643.6757444034,1882740.845268227
1189,28609,30.0198,-95.4087,14,56977.087747822035,771749.2685529152
1190,33125,40.1742,-79.5134,9,1384782.9155165574,2026915.214757386
1191,80118,29.7023,-95.4611,14,52127.66457749691,736497.4404804318
1192,75859,39.3106,-102.2583,6,-534295.0200382445,1827320.8889849545
1193,07849,40.0847,-82.7988,10,1112216.9564145522,1973842.0097305493
1194,23668,47.2665,-122.0314,17,-1956239.685694367,2966782.0907710087
1195,22556,29.6863,-95.2555,14,72028.85135755836,734857.4744450196
1196,95358,30.2238,-95.3577,14,61738.28105154353,794424.9674390202
1197,46220,40.1559,-105.1624,6,-772464.2936993408,1941711.4717296022
1198,98951,30.0739,-95.6201,14,36582.92792154493,777649.3194417267
1199,23192,43.6641,-92.096,8,313440.8871307074,2303288.348904694
1200,36092,40.1779,-105.1009,6,-767059.5775527328,1943666.7712112418
1201,77459,39.6125,-105.1746,6,-779358.8265248751,1881205.1109124862
1202,07621,29.742,-95.3073,14,66972.37479155161,740996.5112425208
1203,15701,33.0299,-96.7889,0,-73235.85115863464,1106934.940863076
1204,15601,35.2072,-80.9568,7,1352333.6804343748,1457243.1647791849
1205,80214,29.5173,-95.0963,14,87608.87645312413,716254.7751817433
1206,10467,32.5885,-96.9438,0,-88104.30082120441,1057821.9590304769
1207,07866,40.3688,-80.0224,9,1338791.7401852345,2041105.401507565
1208,15045,40.6404,-83.6111,10,1036088.2500267403,2026349.5612889552
1209,80211,41.8426,-87.6306,3,689178.2051562169,2123670.592228592
1210,39145,40.7517,-73.9707,11,1828181.6215049182,2184031.09678728
1211,63461,42.4612,-70.9467,1,2023810.388757484,2430809.8872491433
1212,55944,44.496,-92.864,8,248745.24279333005,2393708.891010738
1213,23230,40.1481,-74.2137,11,1823736.9925328544,2113536.689479348
1214,07832,42.3492,-71.2267,1,2004937.0782758659,2412780.4140576078
1215,23235,37.025,-77.1055,7,1654243.88267616,1718549.648273343
1216,75119,34.1534,-88.0085,4,730468.0478200894,1262853.0862135815
1217,61201,40.8319,-74.2428,11,1803960.469308569,2187575.7866126094
1218,95122,37.5921,-77.4952,7,1608265.4751949464,1774184.84199312
1219,43152,35.6757,-81.0503,7,1335782.6178327254,1507709.372949454
1220,15025,29.8635,-95.1976,14,77464.48467735855,754556.4768553769
1221,11427,42.528,-71.109,1,2009068.303827913,2434577.565553254
1222,48208,42.4662,-83.184,18,1044121.7490659838,2233558.7702460787
1223,98362,38.4718,-77.5102,7,1587915.6267684952,1870669.3738815242
1224,07501,39.6909,-82.4096,10,1151075.7743990954,1934787.9998909866
1225,29721,40.8662,-73.9003,11,1830963.3649432801,2197865.297005146
1226,15215,42.2825,-71.0241,1,2022893.7564753878,2409869.5590061885
1227,07306,34.3283,-86.4896,4,866924.0208460799,1295088.9063462138
1228,67008,42.5125,-83.0643,18,1053111.3315111327,2240008.1634308873
1229,81005,39.7068,-75.1172,11,1760131.5987896011,2048292.8450097595
1230,23457,33.055,-96.7365,0,-68349.79926287441,1109697.2091386935
1231,07024,32.8355,-86.6425,4,869423.0895891109,1127776.512975703
1232,01915,25.8803,-80.3368,12,1577453.920015224,444885.9757578335
1233,23974,41.9104,-70.642,1,2064083.2920384614,2377917.473255302
1234,10705,40.4406,-79.9959,9,1339643.0919638223,2049408.40262865
1235,23222,57.0514,-135.3166,13,-2483212.09045711,4273118.158635728
1236,48062,37.9072,-76.4178,7,1693385.7011637762,1827510.0011955083
1237,75121,40.6251,-74.0303,11,1826572.882950186,2169084.0201969948
1238,46068,39.28,-82.4753,10,1152080.2684424266,1888410.4338323264
1239,08027,33.6561,-87.1007,4,818412.0456127792,1214899.1793405488
1240,39481,37.4352,-121.895,5,-2241647.804141339,1906834.236599081
1241,10011,30.0505,-95.4695,14,51099.504574883504,775121.7299784711
1242,85705,30.2333,-95.5502,14,43230.235130274814,795373.4011705013
1243,15341,37.1483,-77.2732,7,1637047.920611797,1729192.060337945
1244,19148,37.3391,-121.9016,5,-2245103.9943653787,1896617.9375827438
1245,98597,29.0236,-95.5867,14,40305.56217954206,661232.1699150588
