,zipcode,latitude,longitude,cluster
1536,98520,38.9541,-104.5472,2
1537,75220,32.6082,-86.3958,14
1538,98023,32.9357,-87.2114,14
1539,33161,47.725,-121.9369,1
1540,83815,42.3958,-83.3772,10
1541,48154,43.6705,-94.5886,7
1542,77069,35.7313,-81.2165,4
1543,35487,40.5921,-80.3197,12
1544,39120,42.2973,-71.0745,9
1545,07058,32.2214,-98.2224,-1
1546,43230,40.485,-106.8317,2
1547,55939,33.9778,-86.5598,14
1548,77088,36.5802,-121.8443,0
1549,80249,34.071,-86.2096,14
1550,75428,40.0325,-86.9074,16
1551,77025,42.3576,-71.0514,9
1552,11222,33.401,-86.3994,14
1553,39301,33.4113,-94.1774,-1
1554,01754,32.6205,-90.0061,13
1555,36830,41.0294,-74.2338,17
1556,27249,40.4999,-79.9739,12
1557,35620,37.2721,-78.2793,8
1558,77546,29.6722,-95.4861,6
1559,36804,,,-1
1560,35548,29.7404,-95.5589,6
1561,39661,40.1913,-75.4373,-1
1562,02189,42.8389,-82.7996,10
1563,02138,41.3889,-70.5339,9
1564,94802,40.8536,-74.1079,17
1565,35046,39.9351,-75.1117,18
1566,45891,42.7262,-83.0268,10
1567,44035,33.2775,-87.309,14
1568,43319,33.9417,-86.2289,14
1569,98445,39.7647,-106.2211,2
1570,77037,39.4937,-87.3945,16
1571,36866,40.5048,-79.9138,12
1572,28034,30.3217,-95.5285,6
1573,07077,42.5581,-71.1723,9
1574,01887,40.5542,-74.2607,17
1575,77304,42.2026,-71.4361,9
1576,55945,42.2032,-70.7525,9
1577,07885,25.6574,-80.3627,3
1578,43232,39.7354,-74.9864,18
1579,77504,36.7563,-121.6703,0
1580,39702,30.847,-95.597,6
1581,19426,42.673,-82.7753,10
1582,77042,40.791,-74.0634,17
1583,00009,40.7082,-74.1891,17
1584,77354,41.9464,-87.7042,11
1585,55120,29.8296,-95.0393,6
1586,11378,25.8512,-80.207,3
1587,09148,32.6954,-97.0876,5
1588,80022,39.8977,-86.0094,16
1589,07027,37.7298,-120.942,0
1590,45242,39.7086,-104.9312,2
1591,07083,39.7945,-105.0984,2
1592,68122,42.4262,-83.4794,10
1593,28079,44.4294,-91.8079,7
1594,95938,40.7157,-80.2603,12
1595,95014,32.746,-96.807,5
1596,94598,42.6689,-71.5934,9
1597,98032,29.9658,-96.2531,6
1598,07416,46.9206,-122.588,1
1599,23966,42.294,-83.3146,10
1600,36481,32.7492,-96.8389,5
1601,48858,39.6782,-86.1976,16
1602,07410,33.1842,-90.4924,13
1603,28208,33.5296,-86.3007,14
1604,50501,32.659,-96.8765,5
1605,07720,35.3247,-80.6594,4
1606,72949,55.372,-131.6832,-1
1607,15234,40.9755,-74.0285,17
1608,22560,46.5445,-120.7444,1
1609,23060,34.6994,-80.7817,4
1610,98311,47.7933,-122.3076,1
1611,43326,47.6271,-122.6373,1
1612,07103,37.9146,-76.9125,8
1613,10455,29.6518,-95.1464,6
1614,07044,30.4441,-95.4506,6
1615,46208,32.2486,-96.2161,5
1616,98282,40.4158,-82.3334,15
1617,95111,33.404,-86.2339,14
1618,35221,40.852,-74.9418,-1
1619,98284,37.8417,-77.5125,8
1620,99901,37.7806,-122.2166,0
1621,08030,42.6764,-71.3186,9
1622,15642,33.819,-86.7434,14
1623,15213,39.0295,-86.8675,-1
1624,07046,40.0449,-86.4641,16
1625,28200,37.3729,-121.856,0
1626,47987,38.1105,-76.7828,8
1627,23224,34.1921,-86.1941,14
1628,35957,29.8072,-95.9755,6
1629,77375,40.0617,-86.0555,16
1630,77505,37.3864,-121.88,0
1631,23002,29.594,-95.2218,6
1632,77401,47.6019,-122.6299,1
1633,77488,40.1519,-74.8826,18
1634,98903,40.1301,-102.7072,2
1635,80807,37.4703,-105.8786,2
1636,98026,29.7594,-95.3594,6
1637,01902,40.4961,-105.0002,2
1638,80202,40.7374,-73.7951,17
1639,60640,35.7211,-81.1297,4
1640,94561,40.8534,-74.2297,17
1641,60134,33.2068,-87.15,14
1642,07643,42.2084,-83.1616,10
1643,07630,32.4818,-96.3925,5
1644,45613,40.6467,-73.957,17
1645,45628,40.6784,-73.9211,17
1646,77351,25.8654,-80.3059,3
1647,55917,47.2038,-122.4825,1
1648,07074,41.9209,-87.7043,11
1649,90028,40.5,-80.1996,12
1650,73448,39.5397,-105.0109,2
1651,08344,39.8302,-105.037,2
1652,10452,25.9476,-80.2778,3
1653,02120,25.7,-80.413,3
1654,75207,37.7083,-121.0864,0
1655,56031,42.5877,-82.8215,10
1656,80031,34.7722,-80.3966,4
1657,15219,39.9362,-75.1563,18
1658,55923,29.6254,-95.375,6
1659,11206,40.8409,-73.8794,17
1660,29702,33.0593,-96.3877,5
1661,75070,25.8856,-80.2292,3
1662,39565,38.3352,-77.7709,8
1663,35131,42.5051,-83.4072,10
1664,02038,47.3002,-122.6084,1
1665,08075,40.8317,-73.9738,17
1666,28092,40.852,-73.9129,17
1667,01610,43.7061,-94.3307,7
1668,48089,32.8264,-97.0972,5
1669,07871,29.7223,-95.6285,6
1670,24521,42.5009,-71.0685,9
1671,94597,39.521,-87.1278,16
1672,73170,29.6581,-95.5413,6
1673,61820,40.321,-80.0398,12
1674,48183,39.9108,-105.0109,2
1675,35094,40.8539,-74.6536,17
1676,80526,42.7846,-71.2176,9
1677,72071,37.0089,-121.9849,0
1678,80759,42.3349,-83.1801,10
1679,19154,39.6512,-106.3234,2
1680,10002,39.9712,-86.1245,16
1681,98045,39.6313,-106.5108,2
1682,50472,40.518,-74.8453,-1
1683,35954,29.7404,-95.8304,6
1684,60617,,,-1
1685,08901,32.3738,-95.407,5
1686,75126,40.6785,-74.3588,17
1687,16255,40.5221,-79.4853,12
1688,15618,33.7808,-85.8924,14
1689,75007,34.4482,-86.9242,14
1690,44903,48.0342,-122.5641,1
1691,07092,37.2523,-107.0385,2
1692,28213,40.4036,-79.8389,12
1693,98146,40.1238,-75.1148,18
1694,15148,37.5605,-121.9999,0
1695,35043,34.1387,-87.3974,14
1696,60608,39.9744,-86.0829,16
1697,27239,44.4877,-91.6807,7
1698,80504,44.0099,-92.2648,7
1699,02382,35.0709,-80.8859,4
1700,75043,29.7972,-95.3288,6
1701,23059,37.2732,-76.7324,8
1702,35564,40.7399,-84.1459,-1
1703,75252,39.7851,-86.1595,16
1704,15061,37.4815,-77.6419,8
1705,08086,32.3244,-89.184,13
1706,39345,42.0816,-70.9381,9
1707,02116,33.6115,-85.5885,14
1708,23114,25.7873,-80.1564,3
1709,45630,47.6254,-122.0462,1
1710,95125,40.695,-75.0281,-1
1711,02126,40.57,-79.9665,12
1712,60624,32.9673,-96.9805,5
1713,75063,29.5564,-95.144,6
1714,48202,29.7409,-95.3923,6
1715,35580,44.0657,-92.76,7
1716,48201,40.0088,-81.7387,15
1717,98801,33.371,-96.9446,5
1718,43723,38.4586,-77.4306,8
1719,43764,40.3228,-86.8881,16
1720,82073,39.3478,-83.3898,15
1721,52163,25.7756,-80.2089,3
1722,52101,33.1555,-96.4981,5
1723,03038,42.377,-83.0796,10
1724,98570,40.2166,-75.2565,18
1725,15122,42.1167,-70.9543,9
1726,23140,40.5346,-79.8805,12
1727,36264,33.5066,-86.7428,14
1728,16102,40.1434,-74.8614,18
1729,35121,35.0502,-80.9908,4
1730,75418,29.6518,-95.5176,6
1731,48182,33.4505,-88.8196,-1
1732,81122,40.9988,-74.4261,17
1733,19137,40.4001,-86.8602,16
1734,60142,40.843,-74.2011,17
1735,80302,40.5767,-73.9884,17
1736,77414,32.6454,-85.3783,14
1737,80516,40.2566,-75.0961,18
1738,75154,42.2719,-83.1545,10
1739,11354,47.3786,-122.7,1
1740,11105,29.6601,-95.2258,6
1741,85297,39.998,-105.0963,2
1742,19382,37.7982,-77.9375,8
1743,28097,35.2172,-81.1252,4
1744,43210,29.5511,-95.7329,6
1745,75114,40.6838,-73.8514,17
1746,75052,42.5991,-83.1789,10
1747,73432,32.6587,-96.9114,5
1748,28071,40.6762,-73.8736,17
1749,39213,40.8261,-73.8196,17
1750,15632,40.4252,-79.611,12
1751,98528,32.3553,-90.2171,13
1752,50659,30.0377,-95.5326,6
1753,27292,31.9937,-96.4199,5
1754,45123,42.0649,-71.2441,9
1755,98274,34.2837,-86.5519,14
1756,18929,42.7856,-71.0721,9
1757,80134,37.5964,-120.8627,0
1758,36801,40.7303,-82.7939,15
1759,43106,42.3362,-71.0729,9
1760,08536,40.7779,-82.4613,15
1761,47905,33.9303,-87.7972,14
1762,98020,40.6794,-73.9496,17
1763,37856,42.6415,-70.9488,9
1764,07936,41.908,-83.4719,10
1765,95073,33.6768,-86.8717,14
1766,80004,39.9999,-74.2228,-1
1767,39090,40.6521,-74.0018,17
1768,55992,40.7898,-74.1343,17
1769,54721,39.8326,-86.0836,16
1770,92571,32.8473,-79.8206,-1
1771,24592,32.8616,-85.2161,14
1772,77379,38.5259,-105.9978,2
1773,00851,47.4441,-122.3249,1
1774,45614,39.2055,-85.9317,16
1775,35130,40.5488,-80.0474,12
1776,36832,37.5109,-77.6429,8
1777,39150,32.4395,-97.213,5
1778,07090,37.4194,-76.9027,8
1779,15206,40.8985,-74.6985,17
1780,36079,41.1437,-104.7962,2
1781,39205,39.7473,-75.0899,18
1782,48091,33.1826,-87.4827,14
1783,39051,40.6174,-74.0121,17
1784,28080,32.6796,-97.3336,5
1785,22576,39.3628,-86.2803,16
1786,43601,40.6344,-79.6201,12
1787,44857,42.5591,-71.5788,9
1788,46151,37.3066,-122.0002,0
1789,15845,32.6396,-96.707,5
1790,07206,39.775,-86.1093,16
1791,18936,29.9547,-95.4522,6
1792,39365,40.8344,-74.1377,17
1793,39203,44.3044,-94.4644,7
1794,77068,40.9283,-74.6363,17
1795,07642,42.1949,-83.4854,10
1796,33129,43.1499,-93.1954,7
1797,08016,46.2492,-119.1044,1
1798,35593,34.6902,-79.1834,4
1799,36863,40.068,-74.8454,18
1800,15132,30.0069,-95.4897,6
1801,01854,40.2865,-82.68,15
1802,94061,42.3687,-71.0836,9
1803,35466,42.2537,-71.0771,9
1804,94303,41.2725,-70.0932,9
1805,28650,25.4766,-80.4839,3
1806,29464,47.5686,-122.6373,1
1807,10006,41.8529,-71.1485,9
1808,75979,37.5735,-122.3225,0
1809,35146,25.8301,-80.2926,3
1810,03220,42.4969,-83.2911,10
1811,39346,42.9958,-82.4599,10
1812,43229,40.4109,-104.7541,2
1813,36258,29.7396,-95.446,6
1814,44866,39.9866,-81.2899,15
1815,28385,39.2723,-82.7833,15
1816,35401,39.9448,-75.2288,18
1817,80634,39.0461,-87.1723,-1
1818,75024,40.6651,-74.267,17
1819,47265,42.2671,-71.0186,9
1820,02141,40.4493,-74.439,17
1821,43017,36.2142,-81.666,4
1822,35592,33.7788,-86.0254,14
1823,43011,39.9914,-105.2392,2
1824,35064,40.2441,-82.4135,15
1825,99163,31.1466,-90.1169,-1
1826,98337,40.1925,-81.277,-1
1827,16001,48.7194,-119.3943,1
1828,70062,38.4905,-78.8179,8
1829,33030,40.3782,-82.3828,15
1830,77437,30.3598,-89.1646,-1
1831,75244,42.0731,-83.2127,10
1832,02135,31.0408,-94.8124,6
1833,98247,,,-1
1834,50401,30.8668,-88.649,-1
1835,35304,44.52,-92.3582,7
1836,08846,48.2189,-122.6823,1
1837,56032,40.6645,-73.7559,17
1838,35135,36.8392,-76.1522,8
1839,46071,35.325,-81.846,4
1840,46214,42.5089,-71.2004,9
1841,46201,37.1547,-122.1365,0
1842,36265,36.7319,-77.9898,8
1843,43718,40.3869,-74.5558,17
1844,98128,40.7179,-74.2829,17
1845,10474,39.1071,-108.5968,2
1846,75141,25.768,-80.2714,3
1847,11435,25.8521,-80.1821,3
1848,94518,39.8883,-84.2023,15
1849,48125,33.8168,-86.6008,14
1850,23168,40.5973,-74.0768,17
1851,48060,42.1253,-71.1074,9
1852,95370,40.3803,-104.6971,2
1853,35058,37.7166,-121.9226,0
1854,48034,29.6625,-95.7272,6
1855,33166,37.953,-105.6879,2
1856,80247,46.7352,-117.1729,1
1857,10461,40.7866,-73.1961,-1
1858,81301,40.7275,-84.089,15
1859,98034,42.7485,-71.5772,9
1860,95032,37.3901,-76.8253,8
1861,08318,42.2768,-83.2606,10
1862,48357,40.7029,-73.8111,17
1863,10032,41.185,-74.5332,-1
1864,46236,47.1789,-113.481,1
1865,08723,43.7248,-92.8738,7
1866,07018,40.3849,-105.0916,2
1867,36908,37.6847,-76.4313,8
1868,07424,31.7595,-86.0107,-1
1869,15243,34.8036,-86.9707,14
1870,56073,40.8139,-73.8841,17
1871,50441,36.9721,-121.9881,0
1872,28540,37.1264,-107.6395,2
1873,19446,42.7405,-93.211,7
1874,89511,40.9571,-82.8504,15
1875,80230,40.5019,-83.9202,15
1876,11232,25.7559,-80.2013,3
1877,98277,33.7613,-88.0979,14
1878,01938,40.804,-74.2055,17
1879,33033,34.2538,-88.7209,-1
1880,56016,32.9485,-97.1524,5
1881,23960,37.5825,-77.5197,8
1882,08755,40.6281,-73.9467,17
1883,35117,42.3333,-83.0484,10
1884,43078,39.8689,-85.9765,16
1885,67560,39.5691,-75.163,-1
1886,39272,42.5648,-83.0701,10
1887,07727,40.9122,-74.1452,17
1888,33903,41.9543,-87.6575,11
1889,77021,41.3005,-74.1249,-1
1890,36861,42.0155,-87.8687,11
1891,46205,25.8198,-80.1337,3
1892,07740,37.5731,-106.1408,2
1893,60656,40.6752,-84.1244,15
1894,11590,47.6379,-122.3643,1
1895,35120,39.8939,-105.7845,2
1896,75969,31.9506,-88.9707,13
1897,38658,40.0647,-83.5724,15
1898,77502,41.9735,-87.8658,11
1899,93286,35.1704,-79.7228,4
1900,16201,40.4933,-81.9837,15
1901,16002,37.9769,-100.8621,2
1902,02467,36.6011,-121.6729,0
1903,76667,40.3324,-74.5688,17
1904,48161,45.9486,-118.3912,1
1905,48603,43.45,-92.6048,7
1906,74729,32.8664,-97.2891,5
1907,01721,40.106,-82.6077,15
1908,15622,40.7757,-74.3928,17
1909,48185,38.025,-121.2972,0
1910,87111,39.5464,-86.95,16
1911,33189,35.4754,-120.6638,0
1912,93906,37.5185,-77.1486,8
1913,46321,39.6117,-83.1251,15
1914,35901,44.6267,-92.0566,7
1915,07933,40.285,-78.8654,12
1916,11216,36.9361,-77.4443,8
1917,35594,40.7927,-82.7367,15
1918,80467,32.8797,-85.8487,14
1919,76645,32.9623,-94.9603,5
1920,48092,37.5895,-122.0497,0
1921,08028,40.6625,-73.9145,17
1922,98126,40.2567,-106.9296,2
1923,75153,40.3987,-79.422,12
1924,78220,42.5592,-83.0029,10
1925,35989,40.044,-79.3247,12
1926,01451,40.2043,-74.1779,17
1927,43143,37.3058,-78.5462,8
1928,28209,25.4906,-80.438,3
1929,80305,42.6809,-70.8494,9
1930,23065,40.6705,-73.894,17
1931,08879,42.656,-71.3051,9
1932,02780,37.7688,-78.0112,8
1933,07205,40.3354,-74.0413,17
1934,08502,40.7005,-80.0358,12
1935,48184,31.3489,-94.8327,6
1936,48326,47.6062,-122.3321,1
1937,29708,31.27,-94.6469,6
1938,16669,43.4506,-93.2419,7
1939,19057,30.3244,-94.1907,6
1940,19406,37.2602,-121.7709,0
1941,74702,35.8231,-80.262,4
1942,75060,32.6279,-96.4558,5
1943,77340,38.9276,-82.2701,-1
1944,80017,,,-1
1945,46923,36.6963,-78.9188,8
1946,77024,39.9772,-75.2545,18
1947,15087,34.9084,-81.3729,4
1948,75212,40.1817,-83.4373,15
1949,47978,37.7131,-122.0381,0
1950,18968,40.8385,-74.1041,17
1951,29715,42.4986,-71.5753,9
1952,77598,29.7696,-95.5201,6
1953,07508,42.3259,-71.1341,9
1954,94552,44.9497,-93.3373,7
1955,95355,39.945,-105.8172,2
1956,77514,30.3125,-95.4527,6
1957,43215,30.8609,-89.1324,-1
1958,75167,40.2289,-105.8605,2
1959,77377,35.6817,-80.5615,4
1960,46254,41.1705,-74.75,-1
1961,77019,40.8825,-74.383,17
1962,98329,40.0468,-75.531,-1
1963,48217,40.9564,-74.1569,17
1964,98203,40.0956,-75.3737,18
1965,60411,35.1679,-85.0945,-1
1966,19151,30.2326,-95.1993,6
1967,43356,36.5856,-77.8836,8
1968,49001,29.7826,-96.1592,6
1969,46140,35.2477,-80.5319,4
1970,08802,39.6789,-86.1302,16
1971,39643,32.0295,-102.0915,-1
1972,23847,32.3149,-90.1782,13
1973,60707,40.9677,-80.3907,12
1974,10550,40.5052,-78.3905,-1
1975,98074,39.9535,-82.4919,15
1976,80120,40.8326,-74.0015,17
1977,98584,40.7345,-82.5198,15
1978,46947,44.2172,-94.0942,7
1979,55955,37.3302,-120.508,0
1980,47203,29.9507,-95.2622,6
1981,51201,40.7604,-86.3599,-1
1982,45750,40.6972,-80.3365,12
1983,11369,39.7406,-86.1569,16
1984,77566,34.0632,-87.1828,14
1985,48198,40.6179,-73.9856,17
1986,77064,46.573,-122.7075,1
1987,33141,39.9623,-81.5485,15
1988,77026,31.7121,-91.0582,-1
1989,02879,40.8219,-74.42,17
1990,48083,33.745,-96.5496,5
1991,33130,48.2395,-121.5892,1
1992,33952,37.426,-77.7585,8
1993,39440,40.9999,-79.3527,12
1994,94110,40.7968,-80.4556,12
1995,28658,29.763,-95.2567,6
1996,35044,42.769,-71.4121,9
1997,95050,39.9489,-75.1661,18
1998,48334,36.6849,-121.7934,0
1999,77486,41.4467,-86.1932,-1
2000,15436,40.9079,-73.838,17
2001,10017,40.3028,-74.0698,17
2002,11203,40.6006,-73.758,17
2003,15112,42.5065,-83.3484,10
2004,55410,47.8324,-122.8583,1
2005,81154,29.6218,-95.4819,6
2006,77515,30.071,-95.9253,6
2007,93109,40.7166,-74.0146,17
2008,35801,44.0832,-91.7418,7
2009,93905,40.7177,-83.9436,15
2010,31027,40.5486,-122.3339,0
2011,23322,25.7672,-80.2059,3
2012,76063,42.2439,-83.583,10
2013,43004,40.8203,-74.3047,17
2014,47302,33.1186,-96.6773,5
2015,77471,42.3353,-83.2864,10
2016,75417,37.7712,-122.4413,0
2017,75159,37.1156,-107.8909,2
2018,03045,37.2603,-107.6137,2
2019,08055,42.3492,-71.0768,9
2020,38305,34.2678,-87.8608,14
2021,55991,40.1306,-104.9504,2
2022,45056,41.8515,-87.6694,11
2023,00802,44.1741,-93.2437,7
2024,79406,36.6434,-76.242,8
2025,19116,40.5196,-79.8369,12
2026,02190,33.2512,-86.2025,14
2027,01904,38.886,-104.7399,2
2028,36608,47.2073,-122.4444,1
2029,70510,40.9458,-79.7462,12
2030,94806,40.6197,-106.8607,2
2031,39664,41.7458,-87.6054,11
2032,02891,31.1384,-90.7133,-1
2033,85755,34.7269,-86.5673,14
2034,77583,37.6725,-106.6125,2
2035,77057,39.8229,-79.7551,12
2036,16323,41.1627,-79.0816,12
2037,35235,39.8458,-81.9175,15
2038,46970,30.1716,-95.4985,6
2039,02458,39.1679,-83.6064,-1
2040,50603,36.6168,-78.6093,8
2041,23937,41.3621,-78.7262,-1
2042,80239,32.5814,-97.3703,5
2043,07080,37.9724,-122.3369,0
2044,35550,43.0201,-71.5697,9
2045,43205,40.3205,-75.352,-1
2046,27306,36.9688,-78.5615,8
2047,18969,43.8974,-91.2314,7
2048,98201,39.8081,-85.0032,-1
2049,45801,35.2396,-81.0831,4
2050,39040,40.6424,-73.9758,17
2051,99801,31.882,-88.9981,13
2052,78632,33.0934,-96.6454,5
2053,75432,40.4717,-80.0876,12
2054,76040,40.7623,-82.5254,15
2055,77318,43.3719,-92.5554,7
2056,56039,39.1007,-104.8542,2
2057,35005,41.6913,-70.9355,9
2058,35115,42.4608,-83.0982,10
2059,98370,41.6257,-87.598,11
2060,10453,29.7348,-95.522,6
2061,33020,40.274,-83.1978,15
2062,76039,41.7813,-87.6051,11
2063,39422,32.9374,-96.7872,5
2064,80123,40.7492,-86.068,-1
2065,77063,40.3847,-74.3894,17
2066,46122,38.917,-119.9865,0
2067,75074,25.0865,-80.4473,3
2068,60465,40.5905,-82.9023,15
2069,39059,37.2713,-122.0227,0
2070,60419,47.7497,-122.2159,1
2071,48030,40.6669,-73.9828,17
2072,95350,42.779,-71.4748,9
2073,08332,39.4482,-105.4693,2
2074,10992,40.4226,-74.1799,17
2075,35654,40.3765,-75.2648,-1
2076,60061,43.9761,-91.2497,7
2077,98902,32.8582,-97.0832,5
2078,80104,32.7,-90.3722,13
2079,03079,25.8141,-80.3549,3
2080,28152,40.4163,-82.9542,15
2081,01757,33.1733,-94.9695,5
2082,19462,42.291,-83.465,10
2083,48075,31.8394,-89.4049,13
2084,07071,48.562,-122.4134,1
2085,98356,40.1404,-79.92,12
2086,31560,37.9451,-77.4714,8
2087,95630,42.2492,-71.8108,9
2088,56127,39.3673,-75.0293,-1
2089,75080,37.6746,-121.0113,0
2090,39985,32.636,-96.9493,5
2091,77070,37.0833,-77.5585,8
2092,98065,38.6709,-121.1529,0
2093,43213,42.1511,-71.5274,9
2094,80030,40.7722,-73.7454,17
2095,60425,44.2646,-92.5207,7
2096,33012,40.4541,-85.3758,16
2097,45771,40.0564,-84.0254,15
2098,07480,40.3182,-74.2639,17
2099,23464,29.5721,-95.1303,6
2100,07746,34.797,-80.9891,4
2101,45389,40.3478,-79.8642,12
2102,75233,40.6913,-73.8585,17
2103,23958,25.7664,-80.2317,3
2104,47348,40.7033,-79.663,12
2105,07928,37.1349,-77.7364,8
2106,44878,37.52,-77.4369,8
2107,95136,47.5603,-122.2281,1
2108,98313,40.0685,-102.393,2
2109,55956,41.097,-78.8886,12
2110,23503,47.5293,-121.8225,1
2111,11363,43.5531,-94.7876,7
2112,35953,43.0426,-91.1193,7
2113,38866,41.7455,-70.5905,9
2114,07419,40.4642,-79.9448,12
2115,54703,39.7612,-86.812,16
2116,29316,40.0275,-75.2242,18
2117,15717,37.4791,-122.4459,0
2118,02139,40.9086,-73.8221,17
2119,28351,41.8883,-70.7678,9
2120,39455,34.8305,-87.656,-1
2121,75158,40.653,-74.261,17
2122,35906,41.995,-70.741,9
2123,19131,32.8888,-86.907,14
2124,28217,40.593,-79.5581,12
2125,35763,36.7978,-76.1759,8
2126,43824,41.0915,-74.375,17
2127,02131,38.9786,-81.9258,-1
2128,44914,34.8677,-81.2368,4
2129,98310,37.745,-122.4383,0
2130,28562,33.3992,-87.5599,14
2131,76248,40.6336,-73.996,17
2132,76230,38.7457,-104.7223,2
2133,46766,35.901,-81.2124,4
2134,29476,47.2666,-122.2435,1
2135,75706,40.1217,-74.0611,17
2136,02364,40.5986,-105.0581,2
2137,01749,37.8231,-122.3693,0
2138,08840,33.7367,-86.1619,14
2139,94335,40.5681,-79.841,12
2140,95054,37.6886,-76.3616,8
2141,10026,31.3434,-88.9101,-1
2142,33187,40.108,-104.8013,2
2143,99338,39.7038,-86.3029,16
2144,77048,32.9503,-96.819,5
2145,35172,37.7983,-121.0006,0
2146,80913,29.5842,-96.3354,6
2147,07067,37.3547,-122.0862,0
2148,01826,38.2688,-77.5476,8
2149,94601,32.4593,-82.9381,-1
2150,48236,33.4944,-84.3797,14
2151,10021,40.4413,-79.2533,12
2152,46016,44.8346,-91.5159,7
2153,11386,25.596,-80.507,3
2154,80621,31.2811,-85.7305,-1
2155,82201,42.7281,-70.9822,9
2156,23875,37.3663,-77.1082,8
2157,11365,40.6301,-74.1607,17
2158,82070,39.7682,-87.1978,16
2159,94578,40.878,-74.6554,17
2160,75143,37.7024,-122.124,0
2161,98532,41.439,-105.801,2
2162,10472,47.3114,-122.0053,1
2163,77378,39.6382,-106.6206,2
2164,07050,36.9168,-76.2875,8
2165,75135,38.8729,-86.4871,-1
2166,56072,40.3731,-74.9266,-1
2167,02062,32.7162,-88.7332,13
2168,35565,39.8036,-75.0058,18
2169,45426,32.1275,-96.2298,5
2170,98506,40.0988,-85.6846,16
2171,95661,32.3417,-86.3529,14
2172,75862,40.2656,-79.8568,12
2173,33186,42.2044,-83.1999,10
2174,36322,48.7974,-122.4448,1
2175,54325,41.9296,-71.3009,9
2176,08050,36.2028,-121.1273,0
2177,80919,47.2825,-122.5039,1
2178,60804,40.8629,-73.9879,17
2179,35603,37.3042,-121.8099,0
2180,56050,36.7304,-76.5931,8
2181,15417,40.2395,-79.5823,12
2182,95306,40.3895,-82.8121,15
2183,77074,40.8904,-74.4415,17
2184,75237,36.8952,-104.4349,2
2185,80443,39.743,-86.1179,16
2186,07054,40.9918,-73.98,17
2187,80016,46.0471,-118.4093,1
2188,30808,39.6472,-105.0795,2
2189,39063,39.7886,-85.9779,16
2190,74731,43.5577,-93.2618,7
2191,29730,43.8216,-91.7536,7
2192,95367,42.1868,-71.2033,9
2193,44509,33.0683,-96.2391,5
2194,80113,30.4273,-91.0356,-1
2195,76078,32.9029,-96.5639,5
2196,80235,33.0828,-89.8612,-1
2197,08724,33.8226,-85.8927,14
2198,78701,44.0499,-94.411,7
2199,60616,40.147,-74.609,-1
2200,45206,33.2841,-96.574,5
2201,24073,40.1077,-74.0635,17
2202,99324,39.6012,-104.7394,2
2203,07640,40.0237,-79.8839,12
2204,33147,38.9268,-104.8464,2
2205,19145,38.2447,-104.5318,2
2206,36109,48.1761,-122.521,1
2207,07731,37.994,-121.7036,0
2208,76240,29.3205,-96.0858,6
2209,07094,34.1437,-86.148,14
2210,94541,31.8885,-96.2988,5
2211,15641,39.2011,-104.8546,2
2212,50322,40.9388,-75.055,-1
2213,96902,43.6013,-84.7736,-1
2214,23223,44.1527,-94.4933,7
2215,37205,40.7255,-73.9983,17
2216,80246,32.5914,-96.7728,5
2217,77012,32.3834,-86.2434,14
2218,96093,29.7149,-95.2819,6
2219,35161,29.397,-94.9203,6
2220,32459,31.7594,-89.3082,13
2221,45505,41.7591,-70.8523,9
2222,94521,30.6582,-96.3351,6
2223,02368,34.347,-87.7154,14
2224,48382,41.1164,-74.5865,-1
2225,46256,40.6512,-74.3239,17
2226,15681,31.8473,-89.5741,13
2227,19473,37.3814,-122.1258,0
2228,02420,32.8632,-97.3377,5
2229,15228,40.5399,-74.5934,17
2230,98014,34.5896,-86.9887,14
2231,02762,40.1284,-75.0607,18
2232,76014,42.1845,-71.3048,9
2233,08012,38.4405,-122.7144,0
2234,43415,33.3445,-96.5639,5
2235,46228,40.2431,-79.2375,12
2236,45502,42.2148,-71.2104,9
2237,35477,39.2303,-86.4692,16
2238,80432,25.7022,-80.2978,3
2239,28614,33.6547,-97.1583,5
2240,35179,31.1217,-90.4831,13
2241,39183,39.2097,-82.2177,15
2242,35444,33.187,-97.781,5
2243,48094,40.7946,-73.403,-1
2244,39095,30.1775,-93.8409,6
2245,08103,42.4563,-71.2167,9
2246,98033,41.105,-80.6945,12
2247,98361,42.1736,-71.0514,9
2248,43156,37.9575,-121.975,0
2249,31069,39.9106,-83.7856,15
2250,45365,40.2803,-85.8391,16
2251,07087,33.6805,-95.4905,5
2252,77066,39.772,-86.1535,16
2253,27330,42.0616,-70.8651,9
2254,44105,32.37,-90.1738,13
2255,22406,42.6797,-71.0114,9
2256,77518,42.4426,-71.2265,9
2257,15209,40.029,-74.8835,18
2258,02468,40.1386,-75.2022,18
2259,07436,40.5716,-74.3167,17
2260,39046,48.5454,-123.0947,1
2261,55973,33.7751,-89.8087,-1
2262,15212,40.6744,-73.819,17
2263,99835,29.961,-95.4947,6
2264,75501,40.5605,-122.4116,0
2265,08742,31.6057,-89.8735,13
2266,22473,39.6296,-105.2514,2
2267,35073,47.1524,-122.0621,1
2268,35178,40.1816,-83.5461,15
2269,02110,37.2329,-121.7875,0
2270,47933,44.1489,-92.485,7
2271,01746,33.125,-90.0557,-1
2272,46131,31.6901,-90.4131,13
2273,54603,43.9282,-105.5492,2
2274,48048,40.6637,-73.638,17
2275,93451,42.1062,-70.6993,9
2276,48213,40.326,-79.8883,12
2277,94087,40.6196,-79.1596,12
2278,19055,32.5927,-86.2153,14
