,zipcode,latitude,longitude,cluster
782,47459,36.6811,-121.6176,0
783,11372,29.181,-95.4467,6
784,07107,32.9346,-96.5544,5
785,43035,40.7415,-74.233,17
786,07481,39.6224,-86.149,16
787,45764,37.3428,-77.9841,8
788,47807,35.2849,-81.2863,4
789,19128,42.728,-71.181,9
790,36879,29.5497,-95.7982,6
791,02144,29.412,-95.2515,6
792,98926,46.9996,-120.5163,1
793,77511,39.6987,-104.8377,2
794,55946,32.9968,-96.7921,5
795,75082,40.437,-83.3136,15
796,80135,40.7313,-73.9892,17
797,35242,33.7213,-87.2658,14
798,10009,29.6896,-95.5106,6
799,76065,40.8737,-73.8712,17
800,75067,29.5704,-95.5423,6
801,77532,42.2422,-83.1807,10
802,45694,47.6339,-122.3476,1
803,95117,39.8299,-86.1794,16
804,76258,40.8153,-73.9072,17
805,75093,40.7613,-73.8739,17
806,43762,37.3108,-121.9623,0
807,43209,29.6652,-95.279,6
808,33139,39.9366,-83.1838,15
809,48209,40.4001,-80.0161,12
810,95825,32.5185,-96.8071,5
811,48186,40.0806,-74.0595,17
812,96817,40.7272,-73.9498,17
813,46506,33.768,-87.1841,14
814,11217,29.6364,-95.2216,6
815,15238,40.8545,-74.2789,17
816,82604,40.8623,-74.0756,17
817,29742,29.735,-95.4118,6
818,95003,39.7835,-104.9669,2
819,36761,39.9207,-75.1595,18
820,35045,39.8259,-104.9113,2
821,46168,39.6793,-104.8843,2
822,10457,47.6116,-122.3056,1
823,75069,25.9388,-80.3165,3
824,33016,39.794,-86.2707,16
825,10458,47.4325,-122.9289,1
826,02360,38.9571,-85.8825,-1
827,07506,48.4352,-122.2082,1
828,96021,34.0217,-86.0495,14
829,98102,42.6208,-70.6721,9
830,35243,35.244,-81.044,4
831,28078,39.2131,-83.2763,15
832,28056,31.8495,-89.7503,13
833,23950,40.5813,-105.1039,2
834,80442,46.7246,-122.9671,1
835,48088,40.46,-74.3478,17
836,55416,46.9843,-123.7963,1
837,44820,46.9823,-123.8842,1
838,02445,32.3574,-88.656,13
839,98056,40.8192,-74.3636,17
840,43045,47.8061,-122.3724,1
841,07662,43.6823,-92.368,7
842,36877,40.0788,-82.5194,15
843,99362,32.8536,-97.1358,5
844,28278,40.1567,-75.1269,18
845,77365,32.7948,-96.7697,5
846,19018,40.0489,-86.1499,16
847,75225,39.8604,-74.6693,-1
848,07111,33.7357,-87.0546,14
849,02152,39.7584,-104.9177,2
850,98287,47.8585,-121.9474,1
851,43702,40.7647,-74.1471,17
852,75751,40.085,-74.2042,17
853,23234,42.3358,-83.3846,10
854,43026,39.4753,-106.0225,2
855,23106,42.5512,-82.9167,10
856,98002,40.5066,-82.9337,15
857,55020,41.0069,-74.0426,17
858,11214,39.0018,-85.6272,-1
859,75109,33.1756,-86.3574,14
860,23834,40.5384,-82.8062,15
861,35213,47.3845,-122.0574,1
862,07034,40.1483,-74.8371,18
863,35077,40.2706,-80.1668,12
864,48207,36.7103,-121.6438,0
865,10023,40.7651,-73.9858,17
866,10019,42.3478,-71.1566,9
867,35205,40.8194,-73.8606,17
868,07652,40.2655,-82.8511,15
869,28210,40.9471,-74.2466,17
870,15670,33.292,-96.9879,5
871,01201,58.3628,-134.5294,-1
872,60614,42.2822,-71.4339,9
873,98292,39.6956,-105.0341,2
874,35055,33.5363,-87.051,14
875,77571,47.7918,-122.2243,1
876,80128,29.8602,-95.5817,6
877,01983,39.7629,-86.3996,16
878,07047,35.3119,-81.0306,4
879,43315,35.2275,-80.1433,4
880,07470,29.6518,-95.4854,6
881,75235,31.7138,-89.0759,13
882,95112,33.9845,-85.9077,14
883,37082,41.1467,-74.5874,-1
884,43074,32.6347,-96.9113,5
885,43164,29.745,-95.7326,6
886,77054,25.942,-80.2456,3
887,16301,32.9276,-97.2489,5
888,77336,37.9957,-120.3368,0
889,07836,40.8382,-73.942,17
890,23141,37.2417,-121.9554,0
891,23608,39.6435,-85.1464,16
892,98922,47.6155,-122.2072,1
893,15063,39.6111,-104.9532,2
894,75224,40.8465,-73.841,17
895,48312,32.2604,-90.0897,13
896,97824,40.5823,-74.2313,17
897,47201,40.8094,-74.1245,17
898,07712,35.2689,-81.5337,4
899,48212,37.2685,-121.849,0
900,07840,40.7305,-74.4017,17
901,02119,40.027,-81.582,15
902,07719,39.4455,-104.853,2
903,07031,25.9441,-80.2144,3
904,02150,39.4657,-87.354,16
905,16105,47.862,-122.2532,1
906,23139,40.694,-73.9903,17
907,80126,40.7597,-73.9918,17
908,44827,40.081,-82.9383,15
909,12582,44.4022,-92.5717,7
910,23882,40.5176,-74.2754,17
911,33126,42.2437,-71.1637,9
912,07070,40.8835,-74.2144,17
913,98258,35.3573,-80.2044,4
914,77581,33.3019,-85.4737,14
915,75482,33.3286,-85.7346,14
916,77642,33.7189,-86.8225,14
917,23236,40.2541,-103.8031,2
918,07202,29.8678,-95.8298,6
919,17042,31.9933,-90.3744,13
920,39208,40.2778,-75.2975,18
921,76115,31.5755,-90.0173,13
922,23113,33.1248,-86.8622,14
923,15322,41.45,-70.5937,9
924,93422,39.8324,-84.8936,-1
925,15010,39.966,-75.151,18
926,33435,42.4274,-82.9002,10
927,75006,40.8729,-80.2559,12
928,43040,29.6954,-95.3562,6
929,11432,41.0241,-80.3454,12
930,96022,25.7763,-80.2919,3
931,76092,29.6852,-95.4017,6
932,75087,39.8471,-85.9741,16
933,29745,40.982,-74.1131,17
934,39218,40.6407,-73.9028,17
935,38801,32.9245,-96.8938,5
936,80005,47.1374,-119.2891,1
937,98271,40.0386,-82.0998,15
938,95129,39.4414,-82.8488,15
939,16341,37.4031,-121.8585,0
940,01432,35.246,-80.3413,4
941,77477,33.4995,-86.7268,14
942,95037,39.6895,-105.0908,2
943,15067,32.1961,-90.4753,13
944,43331,42.3809,-83.0409,10
945,10473,32.7572,-89.1154,13
946,44854,33.7386,-86.4394,14
947,67401,41.0302,-74.5198,17
948,28372,43.0683,-92.6761,7
949,15423,39.3178,-82.102,15
950,77065,29.7446,-95.4683,6
951,48211,39.774,-105.0962,2
952,80749,46.2109,-119.168,1
953,75050,32.4122,-90.1207,13
954,56042,37.4396,-122.1864,0
955,99301,37.2333,-77.2747,8
956,80112,29.4203,-95.4537,6
957,39350,35.7965,-81.4306,4
958,48226,32.1147,-90.3241,13
959,02136,40.7952,-74.4873,17
960,18976,29.6709,-95.5866,6
961,52144,29.7247,-95.3625,6
962,81149,40.6016,-73.9968,17
963,77099,34.2098,-86.752,14
964,98038,40.8859,-79.934,12
965,43014,48.079,-121.9428,1
966,18901,40.5325,-74.3375,17
967,77018,40.6747,-74.2239,17
968,81131,44.3703,-92.0361,7
969,98252,39.7435,-105.1009,2
970,77407,32.7283,-96.0079,5
971,95356,40.8265,-73.9383,17
972,77075,39.7683,-105.0493,2
973,52807,41.1836,-104.8023,2
974,35079,32.6161,-96.783,5
975,35212,37.4673,-122.1388,0
976,35151,39.5952,-105.9741,2
977,77060,35.4657,-81.107,4
978,02451,40.6501,-74.1871,17
979,60430,40.7445,-74.1508,17
980,02554,25.7539,-80.2253,3
981,81102,29.6889,-95.4341,6
982,02186,41.0817,-74.1861,17
983,23580,31.1769,-90.4016,13
984,75205,39.8897,-79.7282,12
985,01905,46.3751,-120.3305,1
986,39170,32.6525,-96.558,5
987,29709,40.1868,-75.0071,18
988,95383,33.5191,-86.9342,14
989,07960,35.6187,-80.4022,4
990,79101,33.1512,-85.3722,14
991,94063,29.4585,-95.0345,6
992,07029,40.4775,-74.6272,17
993,66609,30.6448,-95.5798,6
994,55107,36.6613,-78.0754,8
995,33157,47.1043,-123.0552,1
996,10465,41.6347,-70.9372,9
997,75246,39.8637,-74.8223,-1
998,95138,35.502,-80.6359,4
999,07207,40.385,-104.6806,2
1000,98501,42.5608,-70.8759,9
1001,43023,40.702,-74.089,17
1002,81144,29.8836,-95.7025,6
1003,75402,32.9229,-86.545,14
1004,55408,30.0569,-95.1835,6
1005,43338,35.0831,-80.6597,4
1006,80226,40.6968,-74.2281,17
1007,77004,40.5897,-74.4639,17
1008,50459,29.77,-94.8608,6
1009,80439,37.3983,-122.0006,0
1010,75901,29.5962,-95.5115,6
1011,98111,42.4658,-82.9459,10
1012,28533,39.5043,-85.7875,16
1013,75904,31.2975,-90.4654,13
1014,07086,32.7699,-96.743,5
1015,98148,35.5669,-80.59,4
1016,35543,40.7571,-73.9657,17
1017,95110,39.9619,-105.0148,2
1018,02021,35.3349,-81.1862,4
1019,77523,39.9677,-75.1735,18
1020,95210,37.3178,-76.7634,8
1021,77422,32.754,-97.1348,5
1022,56013,42.4746,-70.9098,9
1023,07932,47.4259,-122.4644,1
1024,98012,40.0028,-83.0164,15
1025,46227,40.6252,-79.9443,12
1026,28801,29.6196,-95.607,6
1027,98037,36.7342,-77.8136,8
1028,28107,40.4208,-74.5529,17
1029,39759,40.8744,-74.0281,17
1030,48224,33.5806,-96.1836,5
1031,48210,35.4848,-80.6015,4
1032,36784,40.8222,-73.988,17
1033,23221,39.6948,-104.7881,2
1034,98030,34.8894,-79.7022,4
1035,77080,36.9797,-121.8902,0
1036,01752,39.6893,-86.3919,16
1037,77656,40.8486,-73.8999,17
1038,44875,33.1976,-96.6153,5
1039,55975,44.3032,-92.6719,7
1040,44907,42.6206,-82.9608,10
1041,80228,44.0325,-92.8554,7
1042,95315,39.9597,-75.2024,18
1043,15044,31.3472,-89.2222,13
1044,78130,39.8682,-86.2123,16
1045,77478,39.6535,-105.0376,2
1046,35208,40.9506,-74.6129,17
1047,39056,32.318,-89.7913,13
1048,23868,29.9796,-95.4625,6
1049,15120,40.0985,-83.1537,15
1050,39470,42.2522,-83.212,10
1051,08824,33.9737,-87.0043,14
1052,28052,47.5427,-122.5871,1
1053,07102,32.3773,-96.9162,5
1054,07405,46.0614,-118.3315,1
1055,11209,33.5159,-90.1726,13
1056,75023,40.9614,-74.7524,17
1057,80020,37.2568,-121.8896,0
1058,16040,37.546,-77.3278,8
1059,45805,46.3213,-120.0126,1
1060,41732,39.6405,-104.9614,2
1061,75013,40.6505,-73.9349,17
1062,48221,46.4507,-120.4265,1
1063,02148,37.8177,-77.6924,8
1064,28409,40.8789,-74.1425,17
1065,15210,40.1684,-85.3807,16
1066,37877,39.8462,-86.1951,16
1067,95116,43.2872,-92.8144,7
1068,28144,33.5873,-86.3366,14
1069,56024,47.0058,-123.3997,1
1070,46103,39.7368,-104.8646,2
1071,11204,40.4991,-74.4266,17
1072,08854,32.9503,-87.1192,14
1073,10003,36.6857,-77.563,8
1074,39464,42.3097,-83.1155,10
1075,43344,32.9865,-96.686,5
1076,47330,40.8185,-74.1589,17
1077,47232,40.0723,-75.2034,18
1078,23066,40.7162,-74.8152,17
1079,76067,39.7491,-104.9946,2
1080,29180,39.391,-83.2034,15
1081,54650,37.2827,-121.8265,0
1082,55041,29.7914,-95.1317,6
1083,55049,46.6165,-120.7094,1
1084,81303,29.0393,-95.4401,6
1085,98108,32.8479,-96.974,5
1086,07821,40.2084,-74.8291,18
1087,28345,47.4755,-121.7571,1
1088,08110,42.0935,-71.4058,9
1089,08232,30.33,-95.0202,6
1090,75228,37.0627,-120.8544,0
1091,55972,47.7542,-122.2475,1
1092,36250,35.6498,-81.2425,4
1093,67701,39.7174,-82.2019,15
1094,28170,37.7284,-77.5544,8
1095,30004,40.4003,-79.9338,12
1096,95301,40.8394,-74.0566,17
1097,98260,42.5034,-82.9387,10
1098,98816,47.8579,-122.092,1
1099,75407,40.5393,-74.3117,17
1100,02143,43.8362,-92.1574,7
1101,80836,39.7901,-75.0367,18
1102,33128,42.1382,-83.2179,10
1103,75704,40.6717,-74.2043,17
1104,33127,47.4707,-122.651,1
1105,02194,33.768,-87.0445,14
1106,58843,40.8131,-74.2165,17
1107,55060,25.7343,-80.3588,3
1108,29418,40.4525,-79.9319,12
1109,76208,34.0061,-96.3847,5
1110,28150,40.8798,-73.9067,17
1111,07201,29.6789,-95.1982,6
1112,39168,29.7991,-95.4118,6
1113,07035,39.8581,-82.8872,15
1114,36768,42.4828,-71.0978,9
1115,48188,37.7395,-77.4784,8
1116,75455,39.7539,-74.996,18
1117,08820,32.966,-96.7452,5
1118,43003,29.9781,-95.5803,6
1119,01880,40.556,-74.2845,17
1120,45256,40.8222,-73.9217,17
1121,77049,40.7696,-74.2077,17
1122,10553,33.6059,-86.1112,14
1123,39149,39.0428,-82.6472,15
1124,48066,37.7701,-77.3216,8
1125,11419,32.7942,-96.7475,5
1126,94019,25.7392,-80.3103,3
1127,08817,40.6571,-74.6432,17
1128,98407,32.3739,-90.1293,13
1129,46052,38.271,-77.6447,8
1130,08094,40.6412,-74.0133,17
1131,98296,46.8193,-123.0406,1
1132,22546,40.3584,-74.0681,17
1133,19146,40.7878,-74.787,17
1134,15102,40.1066,-83.7671,15
1135,31705,32.1888,-90.2595,13
1136,39601,30.0946,-94.7378,6
1137,08863,40.0389,-74.1109,17
1138,55904,34.2588,-86.0306,14
1139,72209,37.3924,-121.9623,0
1140,99512,42.3647,-71.1042,9
1141,22578,33.6435,-96.6075,5
1142,80528,29.9227,-95.4939,6
1143,35116,44.1637,-92.1621,7
1144,15024,42.37,-71.1773,9
1145,43311,32.316,-90.5984,13
1146,27831,39.7392,-104.9847,2
1147,35630,33.0277,-96.6777,5
1148,28164,35.2836,-80.7638,4
1149,10033,40.0293,-74.9497,18
1150,02330,31.7054,-89.1312,13
1151,95123,40.3634,-79.8664,12
1152,77479,47.1677,-122.5024,1
1153,98838,41.0928,-74.2659,17
1154,75180,35.3747,-81.3509,4
1155,35023,42.3307,-71.0912,9
1156,23663,40.4423,-79.983,12
1157,23872,40.6868,-73.823,17
1158,28138,44.2945,-93.2818,7
1159,43201,32.386,-90.84,13
1160,07843,40.7674,-74.0323,17
1161,07860,41.8884,-70.893,9
1162,28214,32.7204,-97.0826,5
1163,55065,47.638,-121.9111,1
1164,94014,40.1879,-82.9878,15
1165,39071,39.4556,-82.2309,15
1166,93930,40.8702,-73.8495,17
1167,55021,32.2832,-90.2306,13
1168,15074,35.6515,-80.4889,4
1169,95120,40.7667,-73.8241,17
1170,10128,39.6591,-87.4208,-1
1171,19050,40.9535,-74.0335,17
1172,28016,47.6114,-122.3305,1
1173,77014,43.8977,-93.0608,7
1174,80503,33.4523,-86.8935,14
1175,54610,40.3191,-79.7205,12
1176,77590,36.9986,-77.7396,8
1177,43334,42.2739,-71.0939,9
1178,77530,39.383,-101.0442,2
1179,22520,41.7257,-87.556,11
1180,75570,39.8232,-105.2825,2
1181,43076,33.4461,-86.4917,14
1182,15697,42.2853,-70.8754,9
1183,35218,37.2144,-121.8574,0
1184,02128,47.024,-122.7827,1
1185,80236,40.021,-82.8079,15
1186,07950,37.2563,-121.9229,0
1187,98109,42.0621,-70.8044,9
1188,47562,39.5915,-86.3642,16
1189,28609,30.0198,-95.4087,6
1190,33125,40.1742,-79.5134,12
1191,80118,29.7023,-95.4611,6
1192,75859,39.3106,-102.2583,2
1193,07849,40.0847,-82.7988,15
1194,23668,47.2665,-122.0314,1
1195,22556,29.6863,-95.2555,6
1196,95358,30.2238,-95.3577,6
1197,46220,40.1559,-105.1624,2
1198,98951,30.0739,-95.6201,6
1199,23192,43.6641,-92.096,7
1200,36092,40.1779,-105.1009,2
1201,77459,39.6125,-105.1746,2
1202,07621,29.742,-95.3073,6
1203,15701,33.0299,-96.7889,5
1204,15601,35.2072,-80.9568,4
1205,80214,29.5173,-95.0963,6
1206,10467,32.5885,-96.9438,5
1207,07866,40.3688,-80.0224,12
1208,15045,40.6404,-83.6111,15
1209,80211,41.8426,-87.6306,11
1210,39145,40.7517,-73.9707,17
1211,63461,42.4612,-70.9467,9
1212,55944,44.496,-92.864,7
1213,23230,40.1481,-74.2137,17
1214,07832,42.3492,-71.2267,9
1215,23235,37.025,-77.1055,8
1216,75119,34.1534,-88.0085,14
1217,61201,40.8319,-74.2428,17
1218,95122,37.5921,-77.4952,8
1219,43152,35.6757,-81.0503,4
1220,15025,29.8635,-95.1976,6
1221,11427,42.528,-71.109,9
1222,48208,42.4662,-83.184,10
1223,98362,38.4718,-77.5102,8
1224,07501,39.6909,-82.4096,15
1225,29721,40.8662,-73.9003,17
1226,15215,42.2825,-71.0241,9
1227,07306,34.3283,-86.4896,14
1228,67008,42.5125,-83.0643,10
1229,81005,39.7068,-75.1172,18
1230,23457,33.055,-96.7365,5
1231,07024,32.8355,-86.6425,14
1232,01915,25.8803,-80.3368,3
1233,23974,41.9104,-70.642,9
1234,10705,40.4406,-79.9959,12
1235,23222,57.0514,-135.3166,-1
1236,48062,37.9072,-76.4178,8
1237,75121,40.6251,-74.0303,17
1238,46068,39.28,-82.4753,15
1239,08027,33.6561,-87.1007,14
1240,39481,37.4352,-121.895,0
1241,10011,30.0505,-95.4695,6
1242,85705,30.2333,-95.5502,6
1243,15341,37.1483,-77.2732,8
1244,19148,37.3391,-121.9016,0
1245,98597,29.0236,-95.5867,6
1246,87106,40.4332,-74.1996,17
1247,77418,39.8141,-105.1177,2
1248,39074,33.0446,-89.5724,13
1249,77833,39.1263,-86.5769,16
1250,08757,47.4974,-122.0107,1
1251,39641,33.743,-90.7309,-1
1252,45672,32.7199,-97.1442,5
1253,75287,39.9104,-83.8275,15
1254,39232,40.3323,-80.081,12
1255,07078,39.8983,-104.8718,2
1256,75032,43.056,-92.3131,7
1257,75230,48.3643,-122.1403,1
1258,02132,38.852,-104.7735,2
1259,28081,32.7829,-96.8714,5
1260,15710,29.7477,-95.603,6
1261,10464,44.211,-92.6613,7
1262,56065,39.3836,-104.592,2
1263,75051,40.7681,-74.0208,17
1264,48049,40.3821,-80.4044,12
1265,35546,39.7954,-83.1543,15
1266,43221,39.7327,-104.9717,2
1267,79118,44.2739,-92.1095,7
1268,73439,40.9139,-74.5863,17
1269,75401,32.7115,-97.0069,5
1270,03873,40.3044,-86.4689,16
1271,39114,46.7309,-116.9897,1
1272,77520,40.3243,-79.9317,12
1273,77033,40.9024,-74.0629,17
1274,80446,35.1796,-80.8559,4
1275,98368,39.9807,-105.2531,2
1276,94590,43.5446,-91.7806,7
1277,77016,32.7852,-89.5241,13
1278,77345,39.9069,-86.1238,16
1279,07827,36.6786,-76.9391,8
1280,98207,25.573,-80.3374,3
1281,77498,39.4854,-86.0608,16
1282,28270,37.3502,-122.0349,0
1283,75124,41.3023,-74.754,-1
1284,31093,32.347,-89.4672,13
1285,11373,39.9715,-74.2512,-1
1286,48323,32.69,-96.9177,5
1287,28207,29.8299,-95.3769,6
1288,28012,34.9336,-79.7666,4
1289,94010,42.3528,-71.1875,9
1290,10016,40.2458,-74.2768,-1
1291,78962,39.7331,-104.9524,2
1292,15135,40.2464,-75.1354,18
1293,43845,40.4557,-82.2639,15
1294,18301,29.8272,-95.4266,6
1295,22436,42.5694,-70.9425,9
1296,77056,42.3986,-71.2451,9
1297,28073,47.5585,-122.0055,1
1298,95053,39.734,-105.0259,2
1299,48223,35.1935,-80.8272,4
1300,28673,40.2718,-81.7361,-1
1301,23015,40.0739,-105.9285,2
1302,98278,39.9093,-74.1549,-1
1303,43203,34.3223,-86.1935,14
1304,28265,41.8713,-87.6277,11
1305,02476,31.5492,-91.3642,-1
1306,98404,37.4647,-122.2304,0
1307,03229,34.6863,-79.9174,4
1308,02446,32.1535,-90.1312,13
1309,28120,33.4573,-85.6793,14
1310,19027,33.1969,-87.5627,14
1311,07032,32.7114,-96.8387,5
1312,48240,41.9229,-87.6483,11
1313,07005,40.3748,-80.0731,12
1314,43138,39.7924,-86.2875,16
1315,48458,40.588,-74.6874,17
1316,07307,40.002,-74.9952,18
1317,15147,46.671,-123.6929,1
1318,35085,48.0656,-122.1562,1
1319,19702,32.7392,-97.3852,5
1320,80470,40.7384,-79.5122,12
1321,98136,46.6382,-122.9658,1
1322,22580,43.8937,-93.4995,7
1323,45701,40.9031,-74.0955,17
1324,52154,41.4319,-79.6916,12
1325,98272,47.2063,-120.9685,1
1326,80207,40.7599,-74.4179,17
1327,02031,42.8051,-71.3067,9
1328,09047,32.7167,-87.5905,14
1329,10044,39.671,-104.9279,2
1330,19440,48.0557,-123.9178,1
1331,39327,40.7225,-74.5778,17
1332,30747,41.0128,-74.3338,17
1333,23885,42.3943,-71.218,9
1334,94928,32.8456,-96.826,5
1335,39663,31.3098,-89.3775,13
1336,01730,29.6223,-95.26,6
1337,01702,29.9319,-95.6106,6
1338,45369,32.9322,-96.8353,5
1339,80209,40.5759,-74.5008,17
1340,67601,39.4667,-105.3741,2
1341,95205,42.7115,-71.167,9
1342,77083,47.8948,-122.1987,1
1343,07924,38.9869,-83.3687,15
1344,80201,40.7618,-73.9505,17
1345,22553,40.7641,-84.0973,15
1346,08816,40.9883,-74.0635,17
1347,54750,39.9579,-75.2681,18
1348,02111,40.5449,-74.3517,17
1349,52052,35.5962,-81.0339,4
1350,43125,39.9561,-86.2767,16
1351,11542,47.2484,-122.4643,1
1352,98269,37.3764,-122.0238,0
1353,39466,37.3483,-121.9844,0
1354,15202,30.3814,-95.3749,6
1355,76244,40.2992,-73.9912,17
1356,28103,32.9328,-97.0808,5
1357,80237,29.6436,-95.798,6
1358,28086,39.8977,-86.1797,16
1359,01952,43.6611,-94.7269,7
1360,36773,42.3907,-71.0929,9
1361,02301,39.8645,-82.624,15
1362,07004,41.4289,-78.5505,-1
1363,11368,40.0603,-75.1048,18
1364,19139,29.6826,-95.1222,6
1365,02127,32.6463,-87.3314,14
1366,24577,40.4043,-83.5243,15
1367,11367,29.858,-95.3834,6
1368,55985,40.8662,-73.9221,17
1369,63437,32.4029,-89.5949,13
1370,02472,29.8052,-95.5607,6
1371,36278,42.4261,-70.9277,9
1372,07304,40.5473,-105.1076,2
1373,35210,44.603,-92.7263,7
1374,95361,40.1813,-74.9104,18
1375,36075,36.6677,-121.6596,0
1376,15232,42.3341,-71.1833,9
1377,39633,33.8979,-86.0245,14
1378,07040,32.797,-96.5616,5
1379,60646,40.6718,-80.2917,12
1380,48466,40.1077,-75.2796,18
1381,55970,47.9199,-122.3019,1
1382,80915,39.9424,-83.2853,15
1383,20886,35.4146,-80.4171,4
1384,28090,43.9702,-91.8662,7
1385,46311,40.2507,-74.0486,17
1386,43316,40.1688,-74.072,17
1387,51301,42.4706,-82.9022,10
1388,10040,38.838,-106.1471,2
1389,30253,39.8845,-74.9067,18
1390,36272,40.4477,-79.9933,12
1391,93927,24.7279,-81.0386,3
1392,74701,36.9202,-76.216,8
1393,28043,35.6863,-80.8822,4
1394,02474,39.7102,-104.7071,2
1395,75951,39.9528,-83.7804,15
1396,77338,41.2406,-78.8116,12
1397,36080,41.6211,-71.089,9
1398,75218,42.813,-70.8847,9
1399,28124,40.1821,-75.1479,18
1400,77380,40.4976,-82.5857,15
1401,98855,32.8211,-97.1756,5
1402,33050,37.6374,-122.067,0
1403,15222,40.5616,-79.7129,12
1404,08053,40.7445,-74.0329,17
1405,39667,42.4202,-71.1565,9
1406,43162,40.7279,-74.2656,17
1407,19007,40.6996,-74.6536,17
1408,69153,39.5148,-86.7939,16
1409,36207,38.1574,-79.0651,8
1410,75142,32.3736,-86.1833,14
1411,93401,42.5978,-82.8823,10
1412,07045,35.4449,-81.5336,4
1413,23231,36.8053,-78.4553,8
1414,80611,35.2635,-120.6509,0
1415,98275,39.8082,-86.1014,16
1416,01262,33.025,-96.7397,5
1417,94560,37.8984,-77.7966,8
1418,23924,41.9399,-87.6528,11
1419,36853,37.9986,-77.8781,8
1420,07666,39.7378,-104.8152,2
1421,95006,47.9508,-122.3916,1
1422,28216,40.9674,-74.9651,-1
1423,01803,42.36,-71.0545,9
1424,94544,47.6488,-122.3964,1
1425,11379,40.6958,-73.7617,17
1426,43105,33.0211,-97.2127,5
1427,76053,40.0632,-106.3955,2
1428,98239,42.3427,-71.0922,9
1429,75238,38.7902,-104.8199,2
1430,15857,32.6289,-97.1517,5
1431,36330,47.143,-122.1644,1
1432,55026,42.3503,-71.0629,9
1433,39175,40.718,-74.0754,17
1434,94803,40.7559,-82.5123,15
1435,10598,40.0497,-105.2143,2
1436,10036,39.9612,-75.2303,18
1437,19012,40.8822,-74.296,17
1438,77801,39.8444,-74.1973,-1
1439,77536,37.2726,-122.2495,0
1440,39211,40.6379,-74.3682,17
1441,28273,25.5303,-80.3918,3
1442,45833,37.1657,-78.1059,8
1443,43727,41.0327,-74.1342,17
1444,98535,39.9515,-104.7746,2
1445,10065,37.5556,-76.8237,8
1446,02302,32.931,-97.2843,5
1447,02122,40.2884,-75.341,18
1448,28636,37.0597,-122.0152,0
1449,28364,40.7892,-74.6776,17
1450,02056,40.8562,-74.023,17
1451,80130,43.7101,-92.5692,7
1452,35051,25.7735,-80.3572,3
1453,33407,48.5004,-122.6309,1
1454,80301,40.1309,-85.6536,16
1455,44902,40.4277,-83.9209,15
1456,39117,30.092,-96.0716,6
1457,77043,41.2292,-74.5992,-1
1458,94301,37.2983,-120.4649,0
1459,60623,40.7606,-73.7968,17
1460,77055,40.4181,-80.0526,12
1461,80907,42.2317,-83.2673,10
1462,10001,25.6992,-80.3618,3
1463,77059,40.4752,-79.9528,12
1464,02180,39.3535,-106.9988,2
1465,77535,40.4254,-79.9799,12
1466,70123,37.9625,-121.2624,0
1467,01453,47.5913,-122.8686,1
1468,02717,31.6707,-89.5438,13
1469,19074,42.7564,-71.4667,9
1470,36609,34.1116,-85.6092,14
1471,28625,25.2846,-80.6246,3
1472,45784,58.4494,-134.7003,-1
1473,80550,40.3349,-79.3326,12
1474,80922,40.6969,-73.7877,17
1475,47240,40.5051,-79.9528,12
1476,68249,32.7887,-96.7676,5
1477,48081,42.3431,-71.123,9
1478,35124,47.2113,-122.4126,1
1479,08759,38.0847,-77.4399,8
1480,16801,47.5398,-122.3878,1
1481,07407,33.1428,-97.0727,5
1482,76210,42.6496,-71.1565,9
1483,07016,39.6251,-82.7552,15
1484,28226,41.9703,-87.7042,11
1485,81007,42.6593,-83.1225,10
1486,15203,40.6225,-73.965,17
1487,45429,37.874,-76.605,8
1488,11364,40.9479,-78.9681,12
1489,07062,37.7395,-76.5002,8
1490,46123,40.4444,-74.3801,17
1491,98405,40.9166,-73.7877,17
1492,35223,33.0775,-97.0704,5
1493,43145,41.7492,-70.0699,9
1494,15235,40.7219,-74.6707,17
1495,46928,29.8579,-95.3032,6
1496,95126,40.9115,-74.414,17
1497,98110,42.4264,-83.3017,10
1498,75165,40.6323,-74.3997,17
1499,77521,40.7428,-73.7588,17
1500,75215,37.7929,-76.7548,8
1501,35118,47.2771,-119.5336,1
1502,36320,42.2519,-83.1489,10
1503,80232,31.3146,-89.3065,13
1504,39603,46.2121,-120.0151,1
1505,10013,29.7738,-95.598,6
1506,80212,32.3038,-95.1927,5
1507,39154,46.6767,-120.5408,1
1508,75061,32.2965,-96.0137,5
1509,07934,29.6396,-95.65,6
1510,43140,40.0563,-86.0163,16
1511,35150,39.9683,-74.9533,18
1512,02631,37.8221,-77.1885,8
1513,80220,33.7002,-87.3686,14
1514,98225,30.498,-94.9966,6
1515,35011,40.685,-80.1071,12
1516,16701,47.4714,-122.2203,1
1517,46077,41.0092,-74.0041,17
1518,16117,40.2625,-83.7528,15
1519,35965,29.4705,-96.1211,6
1520,75088,32.9074,-97.4257,5
1521,08029,29.0325,-95.4026,6
1522,48193,37.2886,-121.9818,0
1523,46243,35.0604,-80.6958,4
1524,28379,42.7528,-71.0843,9
1525,07101,39.673,-86.0757,16
1526,23970,33.6945,-87.6226,14
1527,35175,40.3478,-79.8642,12
1528,07922,37.5671,-122.3676,0
1529,10039,40.6752,-74.4346,17
1530,28105,39.1401,-86.5083,16
1531,98312,40.8943,-73.9772,17
1532,08721,39.195,-86.5757,16
1533,19425,37.7587,-122.433,0
1534,80433,40.6671,-80.4151,12
1535,98281,37.2296,-121.9834,0
